图框,默认,C-SHET-PROF,默认开,默认否,默认否,7,Continuous,默认,0,默认,T,图框-专业相关文字（含签名）
图框,默认,C-SHET-IDGF,默认开,默认否,默认否,7,Continuous,默认,0,默认,T,图框-电子签名
外参存放,默认,C-XREF-INT,默认开,默认否,默认否,7,Continuous,默认,0,默认,T,外参存放-专业内外参放置层
外参存放,默认,C-XREF-EXT,默认开,默认否,默认否,7,Continuous,默认,0,默认,T,外参存放-引用其他专业文件放置层
外参辅助,默认,C-XREF-PONT,默认开,默认否,默认否,7,Continuous,默认,0,默认,nil,外参辅助-外参定位点，外参定位点为一属性块位于多层平面的A、1轴
外参辅助,默认,C-XREF-SLCT,默认开,默认否,默认否,7,Continuous,默认,0,默认,nil,外参辅助-外参选择框
非承重墙,默认,AE-WALL,默认开,默认否,默认否,255,Continuous,默认,0,默认,T,非承重墙-砌块墙、整板墙、砌块、板材
非承重墙,默认,AE-WALL-HACH,默认开,默认否,默认否,15,Continuous,默认,0,默认,T,非承重墙-墙体填充
内门,默认,AE-DOOR-INSD,默认开,默认否,默认否,61,Continuous,默认,0,默认,T,内门
外窗门,默认,AE-WIND,默认开,默认否,默认否,11,Continuous,默认,0,默认,T,外窗门-框截面、框看线、含幕墙玻璃
设备,默认,AE-EQPM,默认开,默认否,默认否,70,Continuous,默认,0,默认,T,设备-电梯、自动扶梯，信报箱，车位，固定家具（柜台、吧台等）
设备,默认,AE-EQPM-LIHT,默认开,默认否,默认否,52,Continuous,默认,0,默认,T,设备-灯具(泛光照明)
设备,默认,AE-EQPM-KICH,默认开,默认否,默认否,84,Continuous,默认,0,默认,T,设备-厨房设备（含烟道管）
设备,默认,AE-EQPM-TOLT,默认开,默认否,默认否,70,Continuous,默认,0,默认,T,设备-卫生洁具
设备,默认,AE-EQPM-ASSI,默认开,默认否,默认否,9,Continuous,默认,0,默认,T,设备-厨卫大样轮廓线
设备,默认,AE-EQPM-SMAL,默认开,默认否,默认否,50,Continuous,默认,0,默认,T,设备-小型空调室内外机
家具,默认,AE-FURN-MOVE,默认开,默认否,默认否,78,Continuous,默认,0,默认,T,家具-可移动家具
边缘（楼地面）、阳台,默认,AE-FLOR,默认开,默认否,默认否,151,Continuous,默认,0,默认,T,边缘-建筑外边缘（女儿墙、窗台外边，悬空梁，透空，出挑雨蓬等），建筑内凸（设备基础，反梁，女儿墙、窗台内边门口高差线等），阳台外边缘，阳台翻边、内凸，阳台边梁
边缘（上部）,默认,AE-ABOV,默认开,默认否,默认否,154,HIDDEN,默认,0,默认,T,边缘（上部）-上部洞口（室内），上部出挑（室外）
梯、坡,默认,AE-STAR,默认开,默认否,默认否,51,Continuous,默认,0,默认,T,梯、坡-楼梯踏步及侧边缘，坡道起止线及侧边缘
屋面,默认,AE-ROOF-RIDG,默认开,默认否,默认否,181,Continuous,默认,0,默认,T,屋面-屋脊
屋面,默认,AE-ROOF,默认开,默认否,默认否,181,Continuous,默认,0,默认,T,屋面-分水线，瓦覆盖
配件,默认,AE-HDWR,默认开,默认否,默认否,8,Continuous,默认,0,默认,T,配件-沟、井盖板（灰），栏杆、钢爬梯
留洞,默认,AE-HOLE,默认开,默认否,默认否,211,Continuous,默认,0,默认,T,留洞-厨、卫侧墙排气洞，过水洞， 管道地漏预留洞，住宅烟道洞，小型分体式空调留洞
综合沟（设备管线、水等）,默认,AE-DICH-ARCH,默认开,默认否,默认否,84,Continuous,默认,0,默认,T,综合沟-建筑沟（含天沟、明沟、集水井）
综合沟（设备管线、水等）,默认,AE-DICH-STRU,默认开,默认否,默认否,70,Continuous,默认,0,默认,T,综合沟-结构沟（含地库水沟、集水井、隔油池、设备管线、水等）
立面,默认,AE-ELEV-MTRL1,默认开,默认否,默认否,7,Continuous,默认,0,默认,T,立面-立面材质1，颜色自定义
立面,默认,AE-ELEV-4,默认开,默认否,默认否,251,Continuous,默认,0,默认,T,立面-立面窗框（窗大样框线）
立面,默认,AE-ELEV-3,默认开,默认否,默认否,252,Continuous,默认,0,默认,T,立面-立面窗洞、构件转折
立面,默认,AE-ELEV-2,默认开,默认否,默认否,253,Continuous,默认,0,默认,T,立面-立面浅转折轮廓
立面,默认,AE-ELEV-1,默认开,默认否,默认否,255,Continuous,默认,0,默认,T,立面-立面形体转折轮廓
立面,默认,AE-ELEV-EQPM,默认开,默认否,默认否,85,Continuous,默认,0,默认,T,立面-立面可见设备
立面,默认,AE-ELEV-4-RAIL,默认开,默认否,默认否,251,Continuous,默认,0,默认,T,立面-立面栏杆
立面,默认,AE-ELEV-4-HOLE,默认开,默认否,默认否,252,HIDDEN,默认,0,默认,T,立面-窗大样结构洞线
饰面,默认,AE-FNSH,默认开,默认否,默认否,11,Continuous,默认,0,默认,T,饰面-通用外墙饰面（含保温），石材，金属板，玻璃面，用于:平、剖、详
分层结合构造,默认,AE-SUFC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,分层结合构造-构造层面，防水构造，用于详图
图案,默认,AE-PATN-MATE,默认开,默认否,默认否,8,Continuous,默认,0,默认,T,图案-构造层面材质填充
轴网,默认,AD-AXIS-AXIS,默认开,默认否,默认否,1,CENTER,默认,0,默认,T,轴网-轴线
轴网,默认,AD-AXIS-CRCL,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,轴网-轴线圈
轴网,默认,AD-AXIS-NUMB,默认开,默认否,默认否,255,Continuous,默认,0,默认,T,轴网-轴线号
轴网,默认,AD-AXIS-DIMS,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,轴网-轴线尺寸
定位轴,默认,AD-ARCH-AXIS,默认开,默认否,默认否,1,CENTER,默认,0,默认,T,定位轴-建筑专业构件定位轴、层高线（用于立面）
尺寸,默认,AD-DIMS-MAIN,默认开,默认否,默认否,60,Continuous,默认,0,默认,T,尺寸-外轮廓总尺寸（主要）
尺寸,默认,AD-DIMS-OTSD,默认开,默认否,默认否,61,Continuous,默认,0,默认,T,尺寸-外围第3道尺寸、立面层数（外部）
尺寸,默认,AD-DIMS-INSD,默认开,默认否,默认否,73,Continuous,默认,0,默认,T,尺寸-内部第3道尺寸（内部）
名称,默认,AD-NAME-ROOM,默认开,默认否,默认否,9,Continuous,默认,0,默认,T,名称-房间名称
名称,默认,AD-NAME-DRWN,默认开,默认否,默认否,91,Continuous,默认,0,默认,T,名称-图名、比例字
编码,默认,AD-NUMB-TNMT,默认开,默认否,默认否,131,Continuous,默认,0,默认,T,编码-户型编号
编码,默认,AD-NUMB-HOLE,默认开,默认否,默认否,153,Continuous,默认,0,默认,T,编码-留洞编号（含引出线）
编码,默认,AD-NUMB,默认开,默认否,默认否,205,Continuous,默认,0,默认,T,编码-外门窗编号，内门编号，管道编号（含引出线）
区域,默认,AD-AREA-USNO,默认开,默认否,默认否,13,Continuous,默认,0,默认,nil,区域-净使用面积数字
区域,默认,AD-AREA-OUTL,默认开,默认否,默认否,31,Continuous,默认,0,默认,nil,区域-面积轮廓、净使用面积
区域,默认,AD-AREA-DIVD,默认开,默认否,默认否,22,Continuous,默认,0,默认,T,区域-防火分区，疏散出口指示，防烟分区，人防分区，面积线与面积字在同一层
索引,默认,AD-INDX,默认开,默认否,默认否,43,Continuous,默认,0,默认,T,索引-索引中文字表述，索引圈、号，剖切号，引出线，含注释
标高,默认,AD-LEVL-HIGH,默认开,默认否,默认否,61,Continuous,默认,0,默认,T,标高-标高符号、数字，立面层数（含标高层数表格）
符号,默认,AD-SIGN,默认开,默认否,默认否,195,Continuous,默认,0,默认,T,符号-实体中止线，上下行，坡向，排水方向，结构透空，降板， 指北针，比例尺
说明,默认,AD-NOTE-CRCY,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,说明-总说明、图纸说明及图例说明
说明,默认,AD-NOTE-HOLE,默认开,默认否,默认否,51,Continuous,默认,0,默认,T,说明-留洞说明
批注,默认,AD-POST,默认开,默认否,默认否,91,Continuous,默认,0,默认,nil,批注-针对他专业的批注，内部批注
批注,默认,AD-POST-CHAG,默认开,默认否,默认否,4,HIDDEN,默认,0,默认,T,批注-变更圈出
雨水斗、地漏、雨水管,默认,AE-PIPE,默认开,默认否,默认否,10,Continuous,默认,0,默认,T,雨水斗、雨水地漏、雨水管，小型空调冷凝竖管
支承、构件,默认,AE-STRU,默认开,默认否,默认否,150,Continuous,默认,0,默认,T,支承、构件-砼墙，砼柱，砌块构件（粘土砖等），钢构件
支承、构件,默认,AE-STRU-HACH,默认开,默认否,默认否,40,Continuous,默认,0,默认,T,支承、构件-支承构件填空