非承重墙,默认,AE-WALL,默认开,默认否,默认否,255,Continuous,默认,0,默认,是,非承重墙-砌块墙、整板墙、砌块、板材,9,nil,9
非承重墙,默认,AE-WALL-HACH,默认开,默认否,默认否,15,Continuous,默认,0,默认,是,非承重墙-墙体填充,9,nil,8
内门,默认,AE-DOOR-INSD,默认开,默认否,默认否,61,Continuous,默认,0,默认,是,内门,9,nil,9
外窗门,默认,AE-WIND,默认开,默认否,默认否,11,Continuous,默认,0,默认,是,外窗门-框截面、框看线、含幕墙玻璃,9,nil,9
设备,默认,AE-EQPM,默认开,默认否,默认否,70,Continuous,默认,0,默认,是,设备-电梯、自动扶梯，信报箱，车位，固定家具（柜台、吧台等）,9,nil,9
设备,默认,AE-EQPM-LIHT,默认开,默认否,默认否,52,Continuous,默认,0,默认,是,设备-灯具(泛光照明),9,nil,9
设备,默认,AE-EQPM-KICH,默认开,默认否,默认否,84,Continuous,默认,0,默认,是,设备-厨房设备（含烟道管）,9,nil,9
设备,默认,AE-EQPM-TOLT,默认开,默认否,默认否,70,Continuous,默认,0,默认,是,设备-卫生洁具,9,nil,9
设备,默认,AE-EQPM-ASSI,默认开,默认否,默认否,9,Continuous,默认,0,默认,是,设备-厨卫大样轮廓线,9,nil,9
设备,默认,AE-EQPM-SMAL,默认开,默认否,默认否,50,Continuous,默认,0,默认,是,设备-小型空调室内外机,9,nil,9
家具,默认,AE-FURN-MOVE,默认开,默认否,默认否,78,Continuous,默认,0,默认,是,家具-可移动家具,9,nil,9
边缘（楼地面）、阳台,默认,AE-FLOR,默认开,默认否,默认否,151,Continuous,默认,0,默认,是,边缘-建筑外边缘（女儿墙、窗台外边，悬空梁，透空，出挑雨蓬等），建筑内凸（设备基础，反梁，女儿墙、窗台内边门口高差线等），阳台外边缘，阳台翻边、内凸，阳台边梁,9,nil,9
边缘（上部）,默认,AE-ABOV,默认开,默认否,默认否,154,HIDDEN,默认,0,默认,是,边缘（上部）-上部洞口（室内），上部出挑（室外）,9,nil,9
梯、坡,默认,AE-STAR,默认开,默认否,默认否,51,Continuous,默认,0,默认,是,梯、坡-楼梯踏步及侧边缘，坡道起止线及侧边缘,9,nil,9
屋面,默认,AE-ROOF-RIDG,默认开,默认否,默认否,181,Continuous,默认,0,默认,是,屋面-屋脊,9,nil,9
屋面,默认,AE-ROOF,默认开,默认否,默认否,181,Continuous,默认,0,默认,是,屋面-分水线，瓦覆盖,9,nil,9
配件,默认,AE-HDWR,默认开,默认否,默认否,8,Continuous,默认,0,默认,是,配件-沟、井盖板（灰），栏杆、钢爬梯,9,252,9
留洞,默认,AE-HOLE,默认开,默认否,默认否,211,Continuous,默认,0,默认,是,留洞-厨、卫侧墙排气洞，过水洞， 管道地漏预留洞，住宅烟道洞，小型分体式空调留洞,9,nil,9
综合沟（设备管线、水等）,默认,AE-DICH-ARCH,默认开,默认否,默认否,84,Continuous,默认,0,默认,是,综合沟-建筑沟（含天沟、明沟、集水井）,9,nil,9
综合沟（设备管线、水等）,默认,AE-DICH-STRU,默认开,默认否,默认否,70,Continuous,默认,0,默认,是,综合沟-结构沟（含地库水沟、集水井、隔油池、设备管线、水等）,9,nil,9
立面,默认,AE-ELEV-MTRL1,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,立面-立面材质1，颜色自定义,nil,nil,nil
立面,默认,AE-ELEV-4,默认开,默认否,默认否,251,Continuous,默认,0,默认,是,立面-立面窗框（窗大样框线）,nil,nil,nil
立面,默认,AE-ELEV-3,默认开,默认否,默认否,252,Continuous,默认,0,默认,是,立面-立面窗洞、构件转折,nil,nil,nil
立面,默认,AE-ELEV-2,默认开,默认否,默认否,253,Continuous,默认,0,默认,是,立面-立面浅转折轮廓,nil,nil,nil
立面,默认,AE-ELEV-1,默认开,默认否,默认否,255,Continuous,默认,0,默认,是,立面-立面形体转折轮廓,nil,nil,nil
立面,默认,AE-ELEV-EQPM,默认开,默认否,默认否,85,Continuous,默认,0,默认,是,立面-立面可见设备,nil,nil,nil
立面,默认,AE-ELEV-4-RAIL,默认开,默认否,默认否,251,Continuous,默认,0,默认,是,立面-立面栏杆,nil,nil,nil
立面,默认,AE-ELEV-4-HOLE,默认开,默认否,默认否,252,HIDDEN,默认,0,默认,是,立面-窗大样结构洞线,nil,nil,nil
饰面,默认,AE-FNSH,默认开,默认否,默认否,11,Continuous,默认,0,默认,是,饰面-通用外墙饰面（含保温），石材，金属板，玻璃面，用于:平、剖、详,nil,nil,9
分层结合构造,默认,AE-SUFC,默认开,默认否,默认否,3,Continuous,默认,0,默认,是,分层结合构造-构造层面，防水构造，用于详图,9,nil,9
图案,默认,AE-PATN-MATE,默认开,默认否,默认否,8,Continuous,默认,0,默认,是,图案-构造层面材质填充,9,252,9
轴网,默认,AD-AXIS-AXIS,默认开,默认否,默认否,1,CENTER,默认,0,默认,是,轴网-轴线,8,10,8
轴网,默认,AD-AXIS-CRCL,默认开,默认否,默认否,3,Continuous,默认,0,默认,是,轴网-轴线圈,9,90,9
轴网,默认,AD-AXIS-NUMB,默认开,默认否,默认否,255,Continuous,默认,0,默认,是,轴网-轴线号,9,nil,9
轴网,默认,AD-AXIS-DIMS,默认开,默认否,默认否,3,Continuous,默认,0,默认,是,轴网-轴线尺寸,9,90,9
定位轴,默认,AD-ARCH-AXIS,默认开,默认否,默认否,1,CENTER,默认,0,默认,是,定位轴-建筑专业构件定位轴、层高线（用于立面）,8,10,8
尺寸,默认,AD-DIMS-MAIN,默认开,默认否,默认否,60,Continuous,默认,0,默认,是,尺寸-外轮廓总尺寸（主要）,9,nil,9
尺寸,默认,AD-DIMS-OTSD,默认开,默认否,默认否,61,Continuous,默认,0,默认,是,尺寸-外围第3道尺寸、立面层数（外部）,nil,nil,nil
尺寸,默认,AD-DIMS-INSD,默认开,默认否,默认否,73,Continuous,默认,0,默认,是,尺寸-内部第3道尺寸（内部）,nil,nil,nil
名称,默认,AD-NAME-ROOM,默认开,默认否,默认否,9,Continuous,默认,0,默认,是,名称-房间名称,9,253,9
名称,默认,AD-NAME-DRWN,默认开,默认否,默认否,91,Continuous,默认,0,默认,是,名称-图名、比例字,nil,nil,nil
编码,默认,AD-NUMB-TNMT,默认开,默认否,默认否,131,Continuous,默认,0,默认,是,编码-户型编号,9,nil,9
编码,默认,AD-NUMB-HOLE,默认开,默认否,默认否,153,Continuous,默认,0,默认,是,编码-留洞编号（含引出线）,nil,nil,9
编码,默认,AD-NUMB,默认开,默认否,默认否,205,Continuous,默认,0,默认,是,编码-外门窗编号，内门编号，管道编号（含引出线）,nil,nil,nil
区域,默认,AD-AREA-USNO,默认开,默认否,默认否,13,Continuous,默认,0,默认,否,区域-净使用面积数字,nil,nil,nil
区域,默认,AD-AREA-OUTL,默认开,默认否,默认否,31,Continuous,默认,0,默认,否,区域-面积轮廓、净使用面积,nil,nil,nil
区域,默认,AD-AREA-DIVD,默认开,默认否,默认否,22,Continuous,默认,0,默认,是,区域-防火分区，疏散出口指示，防烟分区，人防分区，面积线与面积字在同一层,9,nil,9
索引,默认,AD-INDX,默认开,默认否,默认否,43,Continuous,默认,0,默认,是,索引-索引中文字表述，索引圈、号，剖切号，引出线，含注释,nil,nil,nil
标高,默认,AD-LEVL-HIGH,默认开,默认否,默认否,61,Continuous,默认,0,默认,是,标高-标高符号、数字，立面层数（含标高层数表格）,8,nil,8
符号,默认,AD-SIGN,默认开,默认否,默认否,195,Continuous,默认,0,默认,是,符号-实体中止线，上下行，坡向，排水方向，结构透空，降板， 指北针，比例尺,9,nil,9
说明,默认,AD-NOTE-CRCY,默认开,默认否,默认否,3,Continuous,默认,0,默认,是,说明-总说明、图纸说明及图例说明,nil,90,nil
说明,默认,AD-NOTE-HOLE,默认开,默认否,默认否,51,Continuous,默认,0,默认,是,说明-留洞说明,nil,nil,nil
批注,默认,AD-POST,默认开,默认否,默认否,91,Continuous,默认,0,默认,否,批注-针对他专业的批注，内部批注,nil,nil,8
批注,默认,AD-POST-CHAG,默认开,默认否,默认否,4,HIDDEN,默认,0,默认,是,批注-变更圈出,nil,130,nil
雨水斗、地漏、雨水管,默认,AE-PIPE,默认开,默认否,默认否,10,Continuous,默认,0,默认,是,雨水斗、雨水地漏、雨水管，小型空调冷凝竖管,8,nil,8
支承、构件,默认,AE-STRU,默认开,默认否,默认否,150,Continuous,默认,0,默认,是,支承、构件-砼墙，砼柱，砌块构件（粘土砖等），钢构件,nil,8,9
支承、构件,默认,AE-STRU-HACH,默认开,默认否,默认否,40,Continuous,默认,0,默认,是,支承、构件-支承构件填空,nil,8,8
平面一,默认,S_AXIS,默认开,默认否,默认否,8,CENTER,默认,0,默认,是,平面轴线-轴网，细点画线,nil,nil,nil
平面一,默认,S_AXIS_DIMS,默认开,默认否,默认否,3,Continuous,默认,0,默认,是,平面轴线标注的尺寸及相关引线,nil,nil,nil
平面一,默认,S_AXIS_NUMB,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,轴网的编号,nil,nil,nil
平面一,默认,S_PLAN_DIMS,默认开,默认否,默认否,3,Continuous,默认,0,默认,是,除轴线和墙柱基础之外的平面标注,nil,nil,nil
其他,默认,S_CONS_COLU_TEXT,默认开,默认否,默认否,41,Continuous,默认,0,默认,是,构造柱注释，编号TEXT,nil,nil,nil
其他,默认,S_LEVL,默认开,默认否,默认否,241,Continuous,默认,0,默认,是,标高符号，三角高度250，节点索引，引出,nil,nil,nil
墙一,默认,S_WALL,默认开,默认否,默认否,2,Continuous,默认,0,默认,是,平面砼墙，墙可见轮廓线，Line， Arch,nil,nil,nil
墙一,默认,S_WALL_HACH,默认开,默认否,默认否,30,Continuous,默认,0,默认,是,平面砼墙填充，HACH,nil,nil,8
墙一,默认,S_WALL_OTHE,默认开,默认否,默认否,55,Continuous,默认,0,默认,是,平面墙柱-不提资墙柱轮廓线，用于阁楼，小屋顶等,nil,nil,nil
墙一,默认,S_WALL_OTHE_HACH,默认开,默认否,默认否,33,Continuous,默认,0,默认,是,平面砼墙填充-不提资墙柱填充HACH，用于阁楼，小屋顶等,nil,nil,nil
墙二,默认,S_WALL_DETL,默认开,默认否,默认否,140,Continuous,默认,0,默认,是,暗柱，墙边构界限，PLINE,nil,nil,8
墙二,默认,S_WALL_DETL_HACH,默认开,默认否,默认否,30,Continuous,默认,0,默认,是,暗柱的填充,nil,nil,nil
墙二,默认,S_WALL_DETL_NUMB,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,暗柱编号，TEXT,nil,nil,nil
墙二,默认,S_CAL_ASSI,默认开,默认否,默认否,6,Continuous,默认,0,默认,否,柱配筋率Excel 表格,nil,nil,nil
柱一,默认,S_COLU,默认开,默认否,默认否,2,Continuous,默认,0,默认,是,平面柱子，柱可见轮廓线，Pline,nil,nil,8
柱一,默认,S_COLU_HACH,默认开,默认否,默认否,15,Continuous,默认,0,默认,是,平面柱子填充HACH,nil,nil,8
柱二,默认,S_COLU_CAP_TEXT,默认开,默认否,默认否,81,Continuous,默认,0,默认,是,柱帽文字,nil,nil,nil
柱二,默认,S_COLU_TEXT,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,平面墙、柱的注释，标号，截面,nil,nil,nil
柱二,默认,S_COLU_DIMS,默认开,默认否,默认否,3,Continuous,默认,0,默认,是,平面墙、柱标注，DIM,nil,nil,nil
梁一,默认,S_BEAM,默认开,默认否,默认否,4,DASHED,默认,0,默认,是,平面主梁线，Line、ARC,nil,nil,nil
梁一,默认,S_BEAM_WALL,默认开,默认否,默认否,5,DASHED,默认,0,默认,是,平面连梁线，Line、Insert,nil,nil,nil
梁一,默认,S_BEAM_SECD,默认开,默认否,默认否,5,DASHED,默认,0,默认,是,平面次梁线，Line、ARC,nil,nil,nil
梁二,默认,S_BEAM_TEXT_HORZ,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,平面主梁水平文字，TEXT,nil,nil,nil
梁二,默认,S_BEAM_TEXT_VERT,默认开,默认否,默认否,41,Continuous,默认,0,默认,是,平面主梁竖直文字，TEXT,nil,nil,nil
梁二,默认,S_BEAM_WALL_TEXT,默认开,默认否,默认否,91,Continuous,默认,0,默认,是,平面连梁文字，TEXT,nil,nil,nil
梁二,默认,S_BEAM_SECD_TEXT_HORZ,默认开,默认否,默认否,9,Continuous,默认,0,默认,是,平面次梁水平文字，TEXT,nil,nil,nil
梁二,默认,S_BEAM_SECD_TEXT_VERT,默认开,默认否,默认否,211,Continuous,默认,0,默认,是,平面次梁竖直文字，TEXT,nil,nil,nil
梁二,默认,S_BEAM_XL_TEXT_HORZ,默认开,默认否,默认否,141,Continuous,默认,0,默认,是,平面悬梁水平文字，TEXT,nil,nil,nil
梁二,默认,S_BEAM_XL_TEXT_VERT,默认开,默认否,默认否,191,Continuous,默认,0,默认,是,平面悬梁竖直文字，TEXT,nil,nil,nil
梁二,默认,S_BEAM_REIN,默认开,默认否,默认否,1,Continuous,默认,0,默认,是,梁吊筋、密箍及文字,nil,nil,nil
板一,默认,S_FLOR_THIK,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,楼板板厚TEXT,nil,nil,nil
板一,默认,S_FLOR_LEVL,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,层高表-楼板高差标高等，TEXT,nil,nil,nil
板一,默认,S_FLOR_ENHN,默认开,默认否,默认否,91,DASHED,默认,0,默认,是,楼板加强带,nil,nil,nil
板二,默认,S_FLOR_TEXT,默认开,默认否,默认否,51,Continuous,默认,0,默认,是,板平法，楼板配筋TEXT及编号,nil,nil,nil
板二,默认,S_FLOR_STRP,默认开,默认否,默认否,160,DASHED,默认,0,默认,是,柱上、跨中板带,nil,nil,nil
板二,默认,S_FLOR_STRP_CTXT,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,柱上板带文字,nil,nil,nil
板二,默认,S_FLOR_STRP_MTXT,默认开,默认否,默认否,41,Continuous,默认,0,默认,是,跨中板带文字,nil,nil,nil
板二,默认,S_FLOR_TUBE,默认开,默认否,默认否,43,DASHED2,默认,0,默认,是,空心板芯筒,nil,nil,nil
楼梯坡道,默认,S_STAR,默认开,默认否,默认否,243,Continuous,默认,0,默认,是,平面楼梯、坡道线，Line,nil,nil,nil
楼梯坡道,默认,S_STAR_TEXT,默认开,默认否,默认否,51,Continuous,默认,0,默认,是,平面楼梯、坡道文字，TEXT,nil,nil,nil
洞口,默认,S_HOLE,默认开,默认否,默认否,201,Continuous,默认,0,默认,是,平面洞口-洞口线细线，洞口轮廓需另用中线表示,nil,nil,nil
洞口,默认,S_HOLE_HACH,默认开,默认否,默认否,253,Continuous,默认,0,默认,是,平面洞口的填充HATCH,nil,nil,nil
洞口,默认,S_HOLE_TEXT,默认开,默认否,默认否,201,Continuous,默认,0,默认,是,平面洞口文字，TEXT,nil,nil,nil
桩,默认,S_PILE,默认开,默认否,默认否,6,Continuous,默认,0,默认,是,桩可见轮廓线，Line、Circle、Pline,nil,nil,nil
桩,默认,S_PILE_CENT,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,桩十字中心线，Line,nil,nil,nil
桩,默认,S_PILE_HACH,默认开,默认否,默认否,253,Continuous,默认,0,默认,是,桩填充，HATCH,nil,nil,nil
桩,默认,S_PILE_NUMB,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,桩编号，TEXT,nil,nil,nil
桩,默认,S_PILE_DIMS,默认开,默认否,默认否,103,Continuous,默认,0,默认,是,平面桩标注,nil,nil,nil
基础,默认,S_BASE,默认开,默认否,默认否,255,Continuous,默认,0,默认,是,平面基础线，Line、Pline,nil,nil,nil
基础,默认,S_BASE_DASH,默认开,默认否,默认否,255,DASHED2,默认,0,默认,是,平面基础虚线，Line、Pline,nil,nil,nil
基础,默认,S_BASE_DIMS,默认开,默认否,默认否,81,Continuous,默认,0,默认,是,平面基础标注,nil,nil,nil
基础,默认,S_BASE_PIT,默认开,默认否,默认否,201,Continuous,默认,0,默认,是,井坑、沟细线; 井坑轮廓需另用中线表示,nil,nil,nil
基础,默认,S_BASE_PIT_DASH,默认开,默认否,默认否,201,DASHED,默认,0,默认,是,平面井坑放坡线，Line、Pline,nil,nil,nil
基础,默认,S_BASE_NUMB,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,承台编号，TEXT,nil,nil,nil
基础,默认,S_BASE_EQPM,默认开,默认否,默认否,201,Continuous,默认,0,默认,是,平面设备基础线，Insert,nil,nil,nil
平面一,默认,S_PLAN_REIN,默认开,默认否,默认否,1,Continuous,默认,0,默认,是,楼板钢筋线，Pline，线宽70,nil,nil,nil
平面一,默认,S_PLAN_TEXT,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,说明文字TEXT,nil,nil,nil
平面一,默认,S_PLAN_TOPC,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,平面标题，大标题,nil,nil,nil
平面一,默认,S_POST_CHAG,默认开,默认否,默认否,50,Continuous,默认,0,默认,是,变更云线,nil,nil,nil
平面一,默认,S_POST_OTHE,默认开,默认否,默认否,110,Continuous,默认,0,默认,否,其他内部提示性云线,nil,nil,nil
平面二,默认,S_PLAN_THIK,默认开,默认否,默认否,6,Continuous,默认,0,默认,是,中粗线，Pline，线宽70,nil,nil,nil
平面二,默认,S_PLAN_MIDL,默认开,默认否,默认否,255,Continuous,默认,0,默认,是,中线，板可见轮廓线， 洞口轮廓，屋脊， 柱帽等,nil,nil,nil
平面二,默认,S_PLAN_DASH,默认开,默认否,默认否,255,DASHED,默认,0,默认,是,中虚线-板不可见轮廓线，屋脊，柱帽等,nil,nil,nil
平面二,默认,S_PLAN_THIN,默认开,默认否,默认否,83,Continuous,默认,0,默认,是,细线-剖断线等,nil,nil,nil
平面二,默认,S_PLAN_HACH,默认开,默认否,默认否,254,Continuous,默认,0,默认,是,平面分区填充， 不同标高HACH,nil,nil,nil
平面二,默认,S_CONS_COLU,默认开,默认否,默认否,200,Continuous,默认,0,默认,是,非承重构造柱的界限,nil,nil,nil
平面二,默认,S_CONS_COLU_HACH,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,非承重构造柱的填充,nil,nil,nil
平面二,默认,S_HELP,默认开,默认否,默认否,221,DASHED,默认,0,默认,是,辅助线Pline,nil,nil,nil
表格,默认,S_TABL,默认开,默认否,默认否,83,Continuous,默认,0,默认,是,表格线，Line,nil,nil,nil
表格,默认,S_TABL_NUMB,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,表格编号，TEXT,nil,nil,nil
表格,默认,S_TABL_LEVL,默认开,默认否,默认否,1,Continuous,默认,0,默认,是,层高表，Pline，线宽60，属性快,nil,nil,nil
其他,默认,S_INDX,默认开,默认否,默认否,11,Continuous,默认,0,默认,是,索引-线;剖切，线，Pline，线宽70,nil,nil,nil
其他,默认,S_OBSV,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,沉降观测点，Pline,nil,nil,nil
其他,默认,S_PSPR,默认开,默认否,默认否,43,Continuous,默认,0,默认,是,后浇带,nil,nil,nil
详图,默认,S_DETL,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,详图轮廓中线,nil,nil,nil
详图,默认,S_DETL_DASH,默认开,默认否,默认否,9,DASHED,默认,0,默认,是,详图轮廓中虚线,nil,nil,nil
详图,默认,S_DETL_THIN,默认开,默认否,默认否,43,Continuous,默认,0,默认,是,详图次要轮廓，仅示意，细线,nil,nil,nil
详图,默认,S_DETL_AXIS,默认开,默认否,默认否,8,CENTER,默认,0,默认,是,详图轴网的Line、ARC、Circle,nil,nil,nil
详图,默认,S_DETL_AXIS_DIMS,默认开,默认否,默认否,3,Continuous,默认,0,默认,是,详图轴网的尺寸及相关引线,nil,nil,nil
详图,默认,S_DETL_AXIS_NUMB,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,详图轴网的编号,nil,nil,nil
详图,默认,S_DETL_DIMS,默认开,默认否,默认否,83,Continuous,默认,0,默认,是,详图标注,nil,nil,nil
详图,默认,S_DETL_HACH,默认开,默认否,默认否,254,Continuous,默认,0,默认,是,详图填充Hatch,nil,nil,nil
详图,默认,S_DETL_REIN,默认开,默认否,默认否,1,Continuous,默认,0,默认,是,详图中的钢筋，Pline，线宽50,nil,nil,nil
详图,默认,S_DETL_TEXT,默认开,默认否,默认否,161,Continuous,默认,0,默认,是,详图文字及详图说明TEXT,nil,nil,nil
详图,默认,S_DETL_TOPC,默认开,默认否,默认否,51,Continuous,默认,0,默认,是,小标题的下划线及详图符号的圆为Pline，线宽70,nil,nil,nil
砖混一,默认,S_BRIK,默认开,默认否,默认否,52,Continuous,默认,0,默认,是,平面砖墙可见轮廓线,nil,nil,nil
砖混一,默认,S_BRIK_HACH,默认开,默认否,默认否,254,Continuous,默认,0,默认,是,平面砖墙填充HACH,nil,nil,nil
砖混一,默认,S_BRIK_COLU,默认开,默认否,默认否,2,Continuous,默认,0,默认,是,构造柱的界限Pline,nil,nil,nil
砖混一,默认,S_BRIK_COLU_HACH,默认开,默认否,默认否,30,Continuous,默认,0,默认,是,构造柱填充HACH,nil,nil,nil
砖混二,默认,S_BRIK_COLU_TEXT,默认开,默认否,默认否,41,Continuous,默认,0,默认,是,构造柱文字：编号，截面,nil,nil,nil
砖混二,默认,S_BRIK_BEAM,默认开,默认否,默认否,4,DASHED,默认,0,默认,是,平面过梁线，Line,nil,nil,nil
砖混二,默认,S_BRIK_BEAM_TEXT,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,平面过梁文字，TEXT,nil,nil,nil
钢构一,默认,S_STEL_COLU_CONS,默认开,默认否,默认否,2,Continuous,默认,0,默认,是,钢柱、支撑实线,nil,nil,nil
钢构一,默认,S_STEL_COLU_DASH,默认开,默认否,默认否,2,DASHED2,默认,0,默认,是,钢柱虚线,nil,nil,nil
钢构一,默认,S_STEL_COLU_HACH,默认开,默认否,默认否,15,Continuous,默认,0,默认,是,支撑填充HACH,nil,nil,nil
钢构二,默认,S_STEL_BEAM_CONS,默认开,默认否,默认否,4,Continuous,默认,0,默认,是,钢梁实线,nil,nil,nil
钢构二,默认,S_STEL_BEAM_DASH,默认开,默认否,默认否,4,DASHED2,默认,0,默认,是,钢梁虚线,nil,nil,nil
钢构三,默认,S_STEL_BOLT,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,螺栓的截面和侧面,nil,nil,nil
钢构三,默认,S_STEL_WELD,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,焊缝的符号,nil,nil,nil
预埋件,默认,S_BURY,默认开,默认否,默认否,7,Continuous,默认,0,默认,是,预埋件线，Line、Pline,nil,nil,nil
预埋件,默认,S_BURY_DASH,默认开,默认否,默认否,7,DASHED,默认,0,默认,是,预埋件虚线，Line,nil,nil,nil
预埋件,默认,S_BURY_REIN,默认开,默认否,默认否,1,Continuous,默认,0,默认,是,预埋件钢筋线，Pline，线宽，50,nil,nil,nil
